knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
45.84,1.39,57.61,3.04,41.58,48.98,Low
13.41,13.06,18.66,31.84,31.22,75.26,High
33.14,6.98,46.31,10.63,23.54,49.44,Moderate
57.77,8.21,53.32,4.73,52.45,44.34,Low
59.24,6.31,44.67,7.65,26.24,65.9,Moderate
43.0,5.91,42.34,11.86,34.26,43.08,Low
54.56,8.04,42.3,19.68,28.38,42.51,Moderate
79.46,9.5,45.75,12.68,39.17,54.77,Low
40.34,4.76,38.08,12.48,33.81,47.29,Moderate
53.57,8.64,40.05,9.57,20.0,59.41,Low
58.9,5.74,36.0,7.71,27.21,64.15,Low
26.66,19.29,29.35,10.15,35.6,66.28,High
58.71,11.57,42.24,10.77,40.63,59.09,Low
20.36,16.66,24.56,26.2,31.48,60.99,High
63.4,9.5,51.2,7.71,37.16,56.38,Low
46.95,7.09,48.48,12.93,37.8,51.73,Low
50.87,1.72,42.64,10.88,35.12,45.64,Low
53.19,13.74,39.93,14.01,30.79,40.4,Moderate
34.45,4.9,41.87,13.99,29.72,56.83,Moderate
41.0,8.88,35.23,15.46,20.76,43.48,Moderate
43.58,6.61,35.65,19.08,38.88,49.7,Moderate
48.79,7.15,45.4,19.45,36.99,54.01,Moderate
43.0,6.68,39.14,7.72,52.74,55.05,Low
74.38,6.34,49.33,3.94,31.11,42.7,Low
15.05,18.9,27.93,32.05,39.05,67.79,High
56.85,8.99,46.19,4.61,34.22,52.6,Low
43.5,3.79,45.34,9.29,29.05,41.48,Low
50.62,12.0,42.46,15.42,31.05,43.35,Low
52.51,3.03,47.69,12.31,44.66,33.86,Low
51.1,5.97,46.18,9.26,41.67,36.44,Low
17.33,18.01,25.9,32.69,13.02,37.24,High
21.18,18.43,13.01,13.7,25.6,75.45,High
57.21,7.58,45.8,4.48,20.53,52.88,Low
17.61,10.1,24.82,6.15,37.79,33.62,High
58.8,7.14,45.47,9.4,33.0,60.51,Low
36.84,10.41,39.2,19.02,25.79,38.71,Moderate
16.51,9.05,16.93,17.03,16.18,32.39,High
66.22,4.87,47.82,6.71,24.36,42.68,Low
21.96,21.65,28.87,27.01,24.71,72.05,High
54.29,6.15,45.31,7.6,28.06,49.31,Low
54.62,12.7,38.0,11.51,34.78,56.27,Moderate
43.45,3.51,47.82,4.71,41.37,49.21,Low
54.17,11.12,35.23,14.99,23.8,49.63,Low
47.54,4.1,43.47,4.91,31.03,58.55,Low
42.62,9.16,33.26,21.76,23.89,57.19,Moderate
12.43,21.05,26.07,13.72,24.06,74.29,High
24.7,21.14,29.85,14.29,26.11,25.55,High
19.7,6.24,15.38,31.57,31.81,36.15,High
20.57,16.89,25.7,16.56,19.63,73.95,High
12.64,9.92,25.12,7.38,12.23,58.62,High
45.21,5.19,38.48,2.31,48.31,54.2,Low
60.91,8.34,46.26,8.28,43.54,40.33,Low
68.33,5.52,52.52,9.69,29.52,57.52,Low
57.24,4.61,35.55,8.09,35.23,41.85,Low
39.18,10.49,28.04,16.9,21.03,61.66,Moderate
61.45,7.67,43.11,4.94,30.44,43.19,Low
64.58,6.46,55.68,14.33,26.96,53.48,Low
40.53,8.94,31.43,18.07,31.52,39.27,Moderate
35.76,3.1,43.76,13.9,28.62,50.42,Moderate
48.94,9.04,41.96,6.33,46.12,46.99,Low
40.75,3.99,47.51,7.88,30.83,53.46,Moderate
57.97,5.16,44.15,5.21,28.88,48.32,Low
12.04,14.44,20.17,22.7,19.34,37.01,High
49.45,6.92,47.82,20.82,28.94,47.21,Moderate
21.44,7.57,14.4,4.22,39.37,40.99,High
12.61,15.25,27.04,18.51,31.61,61.2,High
58.1,3.55,44.96,6.83,43.66,53.93,Low
19.08,12.95,31.88,32.9,18.85,66.86,High
20.76,11.71,15.3,12.08,47.88,59.1,High
59.8,8.61,45.55,8.44,29.46,49.29,Low
18.43,7.13,16.51,12.21,37.61,40.71,High
35.14,10.68,38.13,19.36,33.45,39.23,High
72.51,3.85,47.87,9.6,25.32,54.83,Low
62.44,6.88,52.39,1.48,44.65,42.47,Low
64.14,2.85,42.97,6.87,34.92,40.24,Low
43.0,4.84,50.93,4.06,24.36,47.11,Low
28.4,8.59,31.01,27.68,13.6,68.02,High
72.82,6.38,36.99,9.62,20.0,50.54,Low
27.41,11.31,22.24,16.01,34.61,35.73,High
37.06,6.21,40.58,15.36,40.43,50.63,Moderate
39.68,9.61,29.54,17.15,27.76,55.58,Moderate
35.61,12.17,35.07,19.19,21.13,63.02,High
24.79,11.13,22.15,17.98,38.96,32.09,High
20.0,10.45,31.78,14.66,36.67,69.06,High
11.28,7.04,29.56,29.49,11.82,74.86,High
15.4,14.84,31.47,14.77,24.48,60.79,High
38.45,7.54,41.11,12.61,29.58,57.32,Moderate
44.16,7.37,39.84,14.26,33.58,56.21,Low
13.54,15.31,20.1,25.78,48.17,70.98,High
43.87,9.5,42.79,7.38,25.9,45.74,Low
18.99,10.21,30.63,11.63,43.29,39.15,High
18.98,20.85,25.69,18.49,24.01,60.43,High
59.85,6.12,53.67,9.14,43.28,44.51,Low
57.49,7.68,44.96,7.61,40.88,66.2,Moderate
25.78,10.01,16.07,34.91,31.12,63.87,High
22.96,19.54,26.04,11.74,43.42,27.19,High
27.72,16.72,12.8,11.55,18.56,34.21,High
23.93,12.03,20.14,11.65,13.77,35.62,High
36.42,11.57,38.39,18.4,27.17,62.85,High
54.76,3.69,43.56,14.58,33.18,58.31,Low
60.3,4.17,49.64,11.06,28.45,58.64,Low
59.47,11.37,40.25,8.33,32.09,45.61,Low
47.29,5.8,42.01,1.0,36.28,60.41,Low
36.01,11.48,35.42,17.04,22.9,41.32,Moderate
50.97,7.19,48.78,7.48,39.02,57.66,Low
39.01,9.4,31.98,16.49,23.49,60.41,Moderate
52.99,8.7,37.65,9.14,41.19,66.83,Moderate
19.23,20.57,19.96,21.86,45.08,65.98,High
35.46,6.91,39.64,7.52,24.96,56.47,Moderate
61.75,7.15,50.77,5.71,28.33,50.45,Low
51.91,14.19,42.84,16.27,43.66,50.72,Moderate
61.41,5.07,55.14,9.57,37.01,39.66,Low
52.88,5.72,46.73,10.08,24.62,49.55,Low
16.31,18.63,31.63,6.39,35.57,67.59,High
22.17,8.55,14.61,31.14,15.8,60.07,High
66.08,4.23,47.51,9.81,42.0,46.98,Low
51.39,8.32,37.77,5.32,38.75,43.06,Low
60.43,13.39,47.01,16.89,26.15,46.78,Moderate
22.18,6.02,31.24,18.91,20.34,67.54,High
56.82,12.34,36.42,8.34,24.23,46.9,Moderate
58.71,13.01,41.16,15.82,32.48,58.0,Moderate
58.06,11.81,43.05,11.5,29.69,54.65,Low
47.27,3.92,42.57,8.5,37.63,50.57,Low
22.79,8.76,20.42,7.51,16.71,60.25,High
40.41,7.16,46.4,19.98,27.99,42.47,Moderate
16.02,18.95,19.49,30.76,41.04,40.83,High
28.18,10.97,31.17,27.5,17.52,68.67,High
55.6,5.04,43.6,7.53,44.33,44.05,Low
22.36,12.45,30.19,22.28,11.61,24.18,High
51.5,1.92,38.98,7.85,31.71,58.25,Low
25.55,18.9,24.56,22.31,45.7,36.29,High
40.92,6.62,46.98,5.24,22.35,51.03,Low
53.85,5.37,46.62,8.28,28.24,59.1,Low
66.43,4.83,41.98,9.29,26.39,60.47,Low
41.58,8.63,32.55,19.25,19.92,42.43,Moderate
46.36,9.36,37.72,19.44,38.52,43.6,Moderate
51.15,8.04,46.14,11.07,36.25,48.31,Low
38.53,9.78,32.64,15.38,34.49,55.38,Moderate
34.89,7.2,45.1,11.53,22.6,49.82,Moderate
54.37,4.3,40.47,9.26,33.72,66.09,Moderate
56.92,4.5,52.27,14.17,42.04,56.11,Low
56.46,8.12,47.07,21.7,26.6,40.21,Low
48.67,4.58,43.67,6.19,20.61,57.63,Low
48.26,12.38,44.64,17.09,24.71,53.08,Moderate
43.78,7.07,44.78,11.05,36.39,48.88,Low
57.75,4.82,53.0,11.94,20.0,51.19,Low
68.85,8.45,38.78,11.0,41.4,39.66,Low
19.15,17.37,23.95,27.2,42.34,34.93,High
51.6,1.96,47.58,12.44,43.24,58.43,Low
50.82,3.62,38.3,7.06,42.45,38.44,Low
18.91,13.5,26.83,29.56,36.31,71.93,High
45.94,2.13,46.85,10.1,31.05,57.68,Low
58.82,5.72,37.62,5.79,36.55,54.91,Low
34.39,4.69,44.9,12.68,41.46,52.55,Moderate
11.13,11.32,23.67,34.93,41.29,71.93,High
22.32,13.63,19.68,13.26,17.17,72.12,High
51.02,6.35,37.95,5.32,25.63,44.94,Low
20.93,12.27,31.77,6.57,14.19,71.86,High
34.69,5.52,38.65,9.02,42.35,46.33,Moderate
23.8,8.89,30.8,17.33,19.0,28.8,High
34.09,9.6,39.24,20.71,29.05,62.63,High
27.72,18.57,12.41,16.73,21.8,72.4,High
50.95,5.02,44.18,9.6,39.79,55.57,Low
41.88,10.7,38.77,20.26,31.92,56.94,Moderate
37.63,4.82,43.75,15.94,42.26,57.19,Moderate
23.95,8.78,17.67,18.87,25.81,29.77,High
60.95,11.83,36.37,17.22,39.59,59.38,Moderate
22.59,12.09,30.4,28.23,14.76,34.67,High
70.32,7.13,34.0,8.24,35.86,52.6,Low
34.31,6.56,45.39,9.67,42.82,56.9,Moderate
40.54,11.84,32.01,21.43,20.79,43.09,Moderate
43.0,5.69,50.21,9.19,25.63,50.5,Low
52.13,13.34,44.12,17.49,38.83,52.03,Moderate
52.69,4.86,35.25,24.1,30.17,54.79,Moderate
14.53,19.86,31.65,25.89,29.06,35.93,High
63.29,6.76,41.53,12.52,28.72,57.48,Low
39.66,10.58,32.73,20.44,23.67,61.54,High
26.89,18.73,13.71,15.75,10.93,58.2,High
24.52,17.6,26.15,7.13,46.02,35.66,High
69.81,3.62,49.15,9.19,33.93,54.55,Low
38.6,7.01,40.68,10.6,30.59,47.93,Moderate
49.0,0.94,47.42,10.28,38.17,51.62,Low
19.92,17.75,31.09,18.44,45.73,61.43,High
53.06,6.07,47.33,14.66,26.74,64.94,Moderate
48.49,6.06,34.0,12.51,52.78,56.48,Low
38.51,8.03,37.9,18.69,28.79,57.18,Moderate
28.08,16.48,26.61,31.42,27.87,31.8,High
21.86,16.02,15.73,34.21,41.64,25.15,High
49.06,7.09,44.97,1.82,20.0,42.78,Low
54.91,7.39,36.64,7.95,20.07,42.0,Low
62.61,6.87,40.04,10.16,49.41,44.8,Low
25.64,15.64,12.19,24.32,38.79,72.0,High
39.05,11.99,35.82,16.6,20.35,58.69,Moderate
39.28,6.88,34.75,7.84,38.38,42.25,Moderate
53.71,4.5,44.11,10.15,26.72,51.59,Low
38.45,11.44,37.43,20.21,22.24,58.54,Moderate
18.42,17.19,25.99,14.19,34.75,67.7,High
43.0,3.09,51.2,14.07,41.23,49.72,Low
61.13,4.99,41.58,4.14,32.49,50.29,Low
21.14,12.24,28.23,24.39,27.15,67.2,High
56.94,3.63,40.46,7.66,35.16,34.17,Moderate
25.09,11.43,18.84,27.76,48.92,68.67,High
52.57,8.1,43.85,14.0,27.28,40.28,Low
14.59,11.7,18.72,7.12,39.87,71.42,High
15.02,7.21,24.19,15.12,12.52,29.57,High
11.53,18.01,27.33,33.09,41.76,27.86,High
57.41,11.84,40.43,11.58,27.31,46.38,Low
25.84,7.77,14.35,16.33,32.3,69.72,High
53.58,3.43,47.73,7.24,29.58,45.88,Low
34.59,11.49,39.08,18.21,18.61,37.4,High
62.04,4.18,42.41,9.71,33.93,56.07,Low
21.43,17.75,12.41,18.95,38.86,73.54,High
59.93,11.03,35.85,15.7,32.16,45.24,Low
24.86,12.55,22.01,32.87,26.25,37.0,High
48.34,14.02,47.91,12.29,39.98,54.6,Moderate
59.69,4.05,44.17,7.89,31.16,44.98,Low
24.33,18.56,24.31,9.52,24.32,33.24,High
49.79,5.04,44.47,10.17,24.3,46.11,Low
21.4,18.64,19.29,34.11,19.03,41.87,High
48.07,6.87,35.46,9.77,40.21,35.74,Moderate
65.47,3.15,39.98,9.67,29.63,41.14,Low
63.4,4.9,45.21,8.78,36.04,49.97,Low
41.88,9.46,28.43,17.48,21.59,55.04,Moderate
17.65,12.07,27.95,26.6,25.57,32.4,High
57.43,7.93,37.05,18.15,24.34,52.64,Low
59.96,3.13,51.1,6.01,33.72,52.94,Low
40.06,4.87,34.75,7.37,38.13,48.15,Moderate
56.71,7.16,42.77,10.5,48.45,52.92,Low
65.61,1.14,41.79,8.81,31.32,53.88,Low
84.02,5.81,42.64,5.88,20.0,49.33,Low
55.93,3.93,34.07,12.15,23.07,48.39,Low
57.15,12.66,44.49,11.27,30.16,57.77,Moderate
40.86,4.12,37.99,10.69,40.79,57.07,Moderate
19.21,7.56,12.23,18.43,12.97,72.98,High
63.59,8.29,38.08,5.81,40.92,54.62,Low
23.25,8.92,31.46,31.97,20.03,38.66,High
66.86,2.07,48.71,10.07,35.46,46.18,Low
57.53,6.81,38.88,22.46,36.49,45.23,Moderate
63.66,3.93,40.25,11.21,33.2,50.17,Low
25.53,18.07,28.1,33.67,8.97,60.58,High
54.4,1.3,39.07,7.68,38.78,53.54,Low
52.89,7.83,53.97,5.3,37.98,55.23,Low
52.59,4.86,39.97,10.85,35.1,45.13,Low
17.22,10.88,22.74,16.36,49.55,63.73,High
48.19,3.06,34.88,10.87,35.89,64.79,Moderate
42.33,9.77,34.34,21.38,28.01,42.49,Moderate
53.72,9.0,45.28,18.18,31.06,52.15,Moderate
14.75,20.22,31.29,24.44,22.87,26.24,High
81.13,5.91,34.0,8.42,33.47,44.27,Low
14.51,18.56,16.41,20.64,32.8,33.5,High
25.9,10.91,23.66,7.1,26.65,24.74,High
11.81,9.11,22.72,4.75,15.34,62.2,High
42.69,8.8,38.96,19.33,27.35,59.12,Moderate
50.58,2.89,50.48,7.29,26.67,44.56,Low
35.97,4.71,38.26,15.32,29.8,50.35,Moderate
38.97,9.14,38.5,15.0,34.07,41.22,Moderate
52.96,3.82,41.91,10.67,35.85,48.08,Low
34.88,4.83,47.3,10.24,28.88,57.74,Moderate
15.79,14.47,30.63,32.48,41.55,72.72,High
53.61,5.37,40.95,15.14,46.48,41.71,Low
25.31,17.96,23.66,15.95,38.42,59.12,High
12.26,16.95,16.6,32.14,10.28,27.33,High
24.6,17.15,17.76,17.13,10.47,65.75,High
34.9,11.72,35.72,21.32,19.06,63.84,High
49.12,7.97,47.9,7.03,24.82,34.0,Moderate
16.25,16.79,12.29,22.03,49.28,74.76,High
19.77,8.73,17.43,15.01,9.62,62.85,High
43.27,8.53,34.2,17.49,18.05,40.95,Moderate
57.48,12.83,40.03,10.92,36.01,43.95,Low
52.08,6.34,46.13,20.72,31.83,58.49,Low
56.88,3.34,44.86,8.8,44.07,54.84,Low
59.33,5.45,44.02,5.96,45.46,58.87,Low
40.55,12.3,35.98,17.76,27.23,40.73,Moderate
15.04,7.77,30.49,4.79,9.87,68.06,High
64.01,6.57,51.87,5.82,20.0,40.92,Low
37.9,8.76,33.3,15.63,19.54,62.17,Moderate
53.64,12.21,39.19,13.88,28.78,53.22,Moderate
53.95,3.54,35.9,14.27,40.21,64.49,Moderate
24.03,13.42,28.52,20.53,42.69,75.62,High
19.8,13.04,18.32,4.5,27.8,39.06,High
11.18,9.62,16.22,25.94,27.19,71.11,High
22.79,7.08,13.03,32.93,28.18,38.66,High
65.14,6.17,46.47,9.21,53.83,43.21,Low
36.05,4.89,46.3,10.5,39.01,50.05,Moderate
11.75,19.29,18.77,20.0,41.77,24.12,High
21.68,8.66,20.11,34.6,48.17,41.35,High
57.09,3.13,42.27,6.29,38.77,54.33,Low
59.28,9.5,49.45,9.06,35.19,45.7,Low
49.16,6.54,37.04,13.32,31.17,58.17,Low
50.24,11.88,46.08,13.04,28.71,41.47,Moderate
17.53,12.97,13.29,20.61,8.46,61.69,High
58.14,5.75,48.75,7.89,32.96,56.83,Low
52.71,6.05,53.57,10.46,31.58,44.57,Low
56.2,6.71,43.37,21.25,28.65,58.26,Moderate
66.88,4.0,39.18,5.35,41.4,59.65,Low
63.7,7.33,45.14,3.03,34.05,45.25,Low
50.48,2.71,51.24,9.79,31.32,59.21,Low
41.66,9.95,35.22,17.5,26.66,61.22,Moderate
48.3,3.27,44.52,14.03,47.48,55.8,Low
43.0,1.87,38.22,8.42,39.08,48.46,Low
25.08,7.95,27.52,34.36,21.68,60.06,High
55.07,4.89,43.75,18.86,33.88,52.82,Moderate
58.46,13.34,48.22,12.2,30.27,48.67,Moderate
36.73,3.7,37.33,12.37,30.94,48.27,Moderate
45.38,7.83,36.77,23.61,26.52,49.83,Moderate
53.06,6.04,50.87,10.96,30.73,41.42,Low
12.71,14.02,31.52,11.37,10.65,38.75,High
43.66,4.2,37.17,9.03,36.14,36.33,Moderate
15.98,10.42,15.81,27.52,39.86,27.25,High
51.14,4.72,40.12,5.11,42.23,50.33,Low
38.71,11.83,31.12,14.85,33.9,42.02,Moderate
14.8,21.34,18.2,6.48,19.77,38.93,High
26.53,21.39,28.86,10.3,19.31,62.94,High
22.69,13.78,12.86,23.38,46.38,36.48,High
35.18,11.62,33.02,20.97,26.4,62.78,High
23.66,15.47,23.92,13.54,10.95,30.78,High
20.84,6.89,26.77,5.13,14.57,65.4,High
46.43,4.72,42.13,14.16,28.14,35.97,Moderate
15.65,16.72,21.77,30.01,47.83,64.09,High
40.03,6.83,40.08,21.33,33.76,47.76,Moderate
51.09,6.35,38.74,10.06,38.4,56.33,Low
34.87,12.19,34.93,17.57,27.42,58.66,High
25.75,21.05,12.68,18.07,10.97,63.53,High
15.16,21.71,18.29,16.92,16.69,59.38,High
44.78,11.36,39.65,16.15,25.49,57.7,Moderate
38.44,5.0,41.87,12.84,43.53,49.33,Moderate
79.25,5.68,48.94,3.46,36.2,51.66,Low
51.07,13.42,47.44,14.12,38.24,55.27,Moderate
56.14,7.92,36.72,22.29,38.82,57.1,Low
13.19,6.82,27.72,5.77,9.74,38.68,High
61.07,3.98,40.14,8.8,44.36,57.35,Low
49.16,3.33,51.06,5.35,23.9,55.65,Low
55.15,4.71,41.71,7.06,37.62,39.76,Low
49.48,9.45,41.45,22.2,31.38,55.39,Moderate
53.73,8.28,37.86,10.54,20.86,41.13,Low
20.09,16.35,24.34,21.11,33.2,25.7,High
19.92,15.16,20.77,21.89,24.12,59.17,High
43.18,12.28,34.21,16.16,40.09,52.68,Moderate
45.06,11.88,34.22,17.81,20.88,59.18,Moderate
40.55,11.78,31.41,16.45,23.26,37.53,High
56.75,6.16,43.58,12.11,20.0,59.99,Low
61.73,6.85,47.04,7.21,34.46,56.75,Low
55.38,3.48,39.56,7.37,21.06,52.62,Low
21.48,10.62,24.04,10.0,13.89,38.51,High
47.58,6.03,37.94,11.43,38.53,50.92,Low
15.63,8.69,25.64,21.4,18.82,28.53,High
15.48,15.22,29.77,26.54,12.26,32.3,High
51.84,11.55,47.78,13.84,29.16,50.85,Low
11.09,20.41,17.77,19.15,42.11,36.78,High
51.37,5.58,35.77,22.43,31.84,44.19,Moderate
57.11,6.03,40.3,14.04,28.77,42.27,Low
56.84,7.1,40.64,11.06,30.21,43.51,Low
23.05,15.35,12.72,15.29,34.61,75.73,High
24.79,18.27,28.41,17.7,47.1,74.86,High
14.47,19.84,31.78,18.21,41.13,40.56,High
24.31,7.43,24.6,4.52,23.43,26.74,High
34.65,9.03,37.91,16.34,19.56,37.06,Moderate
55.17,2.7,41.04,9.28,20.0,52.16,Low
24.65,8.94,22.25,33.88,24.81,70.73,High
38.56,9.18,30.25,21.7,20.32,58.43,Moderate
35.71,8.95,30.22,21.21,33.73,43.64,Moderate
13.46,7.57,23.25,20.14,49.81,64.75,High
52.29,12.84,47.09,6.82,30.93,41.37,Moderate
43.46,8.9,30.57,20.68,28.56,38.17,Moderate
48.99,9.43,48.02,10.78,34.06,56.08,Low
57.47,6.62,42.1,15.94,37.82,34.22,Low
45.6,11.97,35.47,21.24,26.52,40.95,Moderate
59.74,7.59,43.06,12.37,43.55,41.28,Low
52.95,8.66,46.59,6.43,32.07,66.44,Moderate
55.27,13.51,39.6,12.9,30.57,52.04,Low
12.22,14.62,23.03,31.94,27.1,25.27,High
41.17,8.5,34.27,9.11,36.44,47.72,Moderate
54.85,13.43,49.41,16.42,24.72,50.18,Moderate
47.14,6.72,50.04,10.08,23.64,43.67,Low
23.63,16.41,29.5,10.59,29.95,26.42,High
66.29,2.84,52.34,6.86,23.18,56.32,Low
52.86,3.08,40.1,8.05,24.13,34.21,Moderate
54.32,8.18,36.27,12.5,31.89,60.69,Low
13.71,14.8,27.52,29.94,32.19,74.36,High
43.0,6.7,44.31,12.96,32.56,45.72,Low
45.72,3.22,34.89,12.86,27.73,66.22,Moderate
56.34,8.71,39.54,5.37,28.54,52.19,Low
43.53,9.98,35.54,18.3,25.43,43.31,Moderate
64.76,2.46,50.23,4.89,37.48,57.01,Low
15.29,19.64,16.23,19.68,44.52,25.15,High
46.87,2.96,38.32,9.76,24.49,55.49,Low
16.6,13.86,16.43,29.9,11.92,32.62,High
36.56,10.45,36.92,15.51,29.56,43.19,Moderate
43.89,8.78,33.96,19.42,34.07,43.2,Moderate
23.2,9.08,26.18,18.49,45.18,58.53,High
33.1,4.76,40.32,5.85,35.07,57.95,Moderate
43.0,6.76,38.78,8.73,34.89,53.64,Low
18.53,8.28,18.43,14.49,41.62,60.87,High
38.32,6.48,44.78,12.98,31.87,43.98,Moderate
35.18,4.64,37.17,8.67,22.27,55.09,Moderate
18.91,20.54,27.84,26.99,46.74,27.25,High
40.48,9.88,29.66,20.05,29.39,63.44,Moderate
18.32,15.87,20.45,10.83,10.86,63.83,High
12.75,10.39,15.91,17.0,18.99,25.86,High
16.83,18.15,14.59,8.24,46.37,72.56,High
15.96,11.3,28.26,14.23,17.23,40.74,High
72.38,1.55,38.36,9.02,30.21,58.54,Low
22.96,17.14,13.21,31.43,9.5,70.75,High
35.04,5.69,36.91,10.7,43.65,49.06,Moderate
55.71,7.4,41.25,9.93,26.12,66.8,Moderate
21.93,6.87,29.98,4.17,38.5,63.71,High
34.47,5.95,38.51,14.54,38.88,56.66,Moderate
48.19,3.9,41.4,5.36,40.06,41.52,Low
44.89,11.95,36.97,20.2,26.96,57.9,Moderate
69.1,6.56,52.9,12.07,23.05,59.36,Low
11.61,11.75,17.08,33.34,19.9,58.06,High
36.11,12.1,28.25,21.58,29.91,56.97,High
58.78,3.53,42.24,11.25,37.15,47.75,Low
26.96,12.58,22.63,18.89,10.04,39.0,High
49.35,6.6,44.35,11.48,51.97,59.74,Low
26.58,12.36,22.15,4.44,12.13,24.95,High
40.24,8.7,33.1,23.92,29.16,59.04,Moderate
60.54,3.49,49.29,6.54,43.65,50.83,Low
68.1,8.5,35.95,7.06,28.39,52.18,Low
20.69,17.74,15.92,21.73,23.34,35.27,High
46.71,3.29,46.68,9.88,21.43,55.57,Low
38.96,3.39,39.32,7.96,33.03,55.52,Moderate
44.48,8.35,39.77,21.35,40.92,49.28,Moderate
13.05,6.18,14.09,20.97,48.51,29.8,High
48.22,9.5,40.14,7.81,25.29,47.18,Low
38.33,8.97,32.82,16.54,23.54,39.31,Moderate
41.26,8.98,34.5,20.25,35.95,42.34,Moderate
57.26,6.53,37.19,20.39,25.45,47.03,Moderate
58.67,8.52,46.33,6.5,44.09,43.6,Low
25.75,14.38,20.74,15.85,48.65,67.89,High
40.69,11.93,35.03,18.49,28.54,62.32,High
36.52,12.28,32.88,15.48,26.17,55.98,Moderate
13.43,19.17,18.72,15.04,13.32,27.68,High
19.82,16.56,16.08,34.56,17.64,58.7,High
38.93,3.17,40.56,10.19,30.25,50.12,Moderate
53.95,3.51,43.7,12.4,29.24,54.61,Low
13.29,12.92,17.29,21.42,25.89,34.44,High
54.83,3.72,39.17,14.21,26.9,39.84,Low
44.71,6.06,45.03,9.97,37.58,50.18,Low
38.03,10.14,31.74,21.22,25.31,61.04,Moderate
34.14,8.02,42.06,8.44,25.47,56.28,Moderate
67.88,6.61,55.47,9.4,48.56,40.96,Low
52.08,5.78,47.12,13.43,40.21,50.08,Low
60.38,5.37,48.94,9.15,36.73,43.1,Low
43.45,5.35,44.97,19.8,41.43,54.27,Moderate
56.31,4.63,38.92,8.5,30.06,44.41,Low
52.11,5.09,47.6,11.27,35.59,54.22,Low
41.43,7.58,34.43,12.88,43.49,58.78,Moderate
45.96,10.09,30.29,21.13,28.68,57.22,Moderate
60.62,14.41,34.77,12.64,37.33,44.89,Moderate
44.41,4.67,48.01,11.66,42.68,53.56,Low
13.65,19.19,13.2,24.58,16.41,75.95,High
44.86,13.54,35.18,7.76,34.28,49.68,Moderate
28.13,10.16,29.08,5.27,35.61,69.9,High
19.86,19.39,16.93,17.93,11.07,66.94,High
47.89,7.97,40.86,21.22,26.41,44.99,Moderate
37.27,9.94,28.61,17.93,26.24,55.9,Moderate
41.68,9.37,37.69,17.2,20.2,58.44,Moderate
51.07,6.26,38.6,9.26,38.19,46.34,Low
33.65,7.22,45.7,5.47,26.68,53.2,Moderate
35.76,8.78,30.0,14.94,31.3,39.88,Moderate
66.95,2.9,50.36,8.16,40.71,55.29,Low
19.72,14.81,14.18,16.65,48.58,40.55,High
12.59,21.03,26.31,10.65,44.77,31.43,High
16.55,9.34,31.41,9.6,45.32,36.64,High
21.69,21.84,18.6,19.39,20.52,32.05,High
15.08,6.24,13.93,12.09,42.87,72.83,High
11.72,20.07,25.3,14.14,43.94,75.86,High
24.95,7.48,12.16,30.66,42.73,61.27,High
59.88,4.65,44.42,9.34,38.16,54.57,Low
20.99,16.37,22.28,19.73,31.27,58.19,High
40.43,4.24,44.3,13.24,30.28,55.77,Moderate
13.96,12.16,29.35,26.45,9.95,31.24,High
28.41,7.98,25.93,4.35,24.61,38.99,Moderate
49.87,11.01,43.26,7.25,34.0,54.23,Low
44.42,6.7,36.66,11.31,33.83,40.33,Low
39.2,3.97,34.1,9.92,38.55,47.32,Moderate
54.07,3.46,44.18,5.63,44.29,45.12,Low
11.93,16.73,30.59,6.54,23.86,73.76,High
53.34,4.54,42.8,4.73,20.32,54.78,Low
22.26,9.93,30.62,11.79,10.55,37.05,High
11.01,7.86,23.71,12.5,42.2,62.57,High
54.94,5.21,43.17,18.39,35.7,57.46,Low
57.4,8.12,39.87,13.92,23.2,47.12,Low
25.21,7.32,23.4,23.54,40.6,34.2,High
17.35,7.89,27.28,24.84,29.76,72.04,High
34.61,8.36,34.26,21.06,27.31,43.93,Moderate
21.46,19.06,24.22,11.26,48.72,74.27,High
45.17,9.1,37.66,22.04,43.85,55.09,Moderate
70.32,4.61,43.73,7.36,33.8,48.3,Low
15.53,17.67,30.32,33.84,21.57,30.52,High
47.11,7.92,40.8,8.5,27.25,52.6,Low
49.72,5.81,43.05,4.81,35.05,58.95,Low
17.44,17.21,16.51,29.31,14.34,72.5,High
71.91,4.68,53.58,9.89,31.34,46.64,Low
51.33,8.22,39.87,16.89,37.54,62.59,Moderate
40.21,10.13,35.07,21.33,21.53,37.42,Moderate
50.05,6.26,42.59,24.62,40.68,48.35,Moderate
34.38,11.59,30.36,20.12,30.61,59.02,High
21.77,20.46,15.21,24.8,13.03,36.5,High
52.1,6.58,33.3,23.03,32.06,49.23,Moderate
18.04,15.17,16.11,18.13,21.61,29.37,High
27.08,18.44,27.07,16.46,41.05,67.38,High
11.8,17.55,31.18,20.05,48.13,32.69,High
76.6,3.63,46.45,7.92,28.31,52.77,Low
13.56,15.88,25.01,24.24,43.39,59.02,High
13.54,10.17,21.59,34.24,29.91,69.78,High
25.84,11.38,30.38,30.87,36.74,41.86,High
22.93,10.68,27.28,4.91,9.47,65.28,High
46.81,8.42,49.47,9.44,20.0,53.44,Low
55.53,6.36,46.15,13.02,31.81,53.24,Low
44.93,4.18,44.93,16.0,32.42,50.92,Low
